headline,headline_url
কানাডার কাছে আবারও পি কে হালদারের সম্পদের তথ্য চেয়েছে বাংলাদেশ,https://www.prothomalo.com/bangladesh/কানাডার-কাছে-আবারও-পি-কে-হালদারের-সম্পদের-তথ্য-চেয়েছে-বাংলাদেশ
